gene	HCA.human_normal.TissueStability:normal:Esophagus	HCA.human_normal.TissueStability:normal:Lung	HCA.human_disease.PulmonaryFibrosisGSE135893:disease:Lung	16.human_peripheralBlood:young-healthyOld:normal:Peripheral Blood	16.human_peripheralBlood:young-frail:disease:Peripheral Blood	17.human_TabulaSapiens:normal:Blood	17.human_TabulaSapiens:normal:Bone Marrow	17.human_TabulaSapiens:normal:Muscle	17.human_TabulaSapiens:normal:Tongue	19.human_DiseaseGeneFusion:normal:Esophagus Muscularis
ARPC1A	0.18393115324512	NA	NA	NA	NA	NA	NA	0.249326792402412	NA	-0.0212632020352076
ARPC2	-0.0335780376798149	0.0892852518525193	0.116358914762747	0.0149720962816743	-0.00186289325946739	0.0334123681479718	0.0560852765857694	0.28380688232906	NA	-0.0283403065151713
ARPC3	0.051813457260357	0.0211848850016313	0.0172893629424649	0.0250510250943789	0.0423584355381121	0.164841604523131	0.451668699161914	0.373535910581092	NA	0.030223183476522
ARPC4	0.373195496812801	NA	NA	NA	NA	NA	-0.197814566296093	0.293984411573815	NA	NA
ARPC5	0.300967774641919	NA	0.0919467943871789	0.0526504779267107	-0.0959503582301331	-0.0304564773687165	-0.103540241143263	-0.573329041083823	NA	-0.0138182463995355
ARPC5L	0.0505569297712858	NA	NA	NA	NA	NA	NA	-0.147335601633683	NA	NA
ATF3	0.256331332479429	NA	-0.0273612979973812	NA	NA	NA	NA	0.231039754631807	NA	0.0409860435231453
ATF4	0.164832579441915	NA	NA	NA	NA	NA	0.0679455139848202	-0.175168748647676	NA	-0.0660349844242398
ATOX1	0.324712392332042	NA	0.361469672083307	NA	NA	NA	NA	-0.566889847159301	NA	0.0492564663749334
ATP1B3	0.0112525716110099	NA	0.255475914248634	NA	NA	NA	NA	0.305143522963059	NA	-0.041762349041815
ATP5A1	-0.0161071417606929	NA	-0.054653443215248	-0.086868254322492	-0.191724365824692	NA	NA	NA	NA	0.11215737912739
ATP5B	-0.023589308439702	NA	0.0213817319665621	0.0805104814918998	-0.105777479697637	NA	NA	NA	NA	0.149383254292379
ATP5C1	0.0729933443423516	NA	0.137895657334463	NA	NA	NA	NA	NA	NA	0.0979666384558067
ATP5D	0.0785131520344287	NA	0.107285408720786	0.0501590630198044	-0.016885452798232	NA	NA	NA	NA	0.103597260235812
ATP5E	0.153056851004771	-0.071904771738911	0.0858625486319376	0.0834082874551232	0.0930410929806567	NA	NA	NA	NA	0.122968723270895
ATP5F1	0.136617803416583	NA	0.0990981661324042	0.0240621698758634	-0.0510905415649759	NA	NA	NA	NA	0.0318215565159269
ATP5G1	0.121370660791853	NA	NA	NA	NA	NA	NA	NA	NA	0.131478470653077
ATP5G2	0.128646876482342	0.0106160614253726	-0.01508581688914	0.0126373673220242	-0.0162283549269618	NA	NA	NA	NA	0.0332504869366512
ATP5G3	0.0204922239240528	NA	0.185398814255458	-0.0352918804159564	-0.103509679602281	NA	NA	NA	NA	0.181364366008331
ATP5H	-0.00257685683663628	NA	0.0933430180372199	NA	NA	NA	NA	NA	NA	0.163278188210913
ATP5I	0.298809590847267	0.0893942860585918	0.141391728079044	NA	NA	NA	NA	NA	NA	0.0627661258559485
ATP5J	0.0552303471923208	NA	0.137883090563905	NA	NA	NA	NA	NA	NA	0.0822738713282943
ATP5J2	0.150804174470986	0.0509216355253154	0.155608867885938	0.0285878398327855	0.0461978988265325	NA	NA	NA	NA	NA
ATP5L	-0.0226912451728573	0.0530611274300116	0.0406548533136639	-0.0192317111831303	-0.069384482320888	NA	NA	NA	NA	0.0784167423409979
ATP5O	-0.0273089327711749	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V0B	0.296604546312322	0.0274325802962313	0.229115185171011	0.158236968502951	0.0603562154534328	0.11057207802358	0.268700718874352	0.193388164656322	NA	-0.0447419981427313
ATP6V0E1	0.117572797026925	0.163749469796343	0.0968791671498552	NA	NA	0.0482932880966697	0.345255725267516	0.125135618032391	NA	0.0415470274485908
ATP6V1D	0.00559496200984269	NA	NA	NA	NA	NA	NA	0.176904893489476	NA	0.0575143172091261
ATP6V1F	0.0825278048069904	0.088619054899228	0.0838563434909045	0.190166699405528	-0.0741476708766526	NA	0.348071209417265	0.286397189903	NA	0.110137669172473
ATP6V1G1	-0.00734329358142346	NA	0.139439597656608	-0.134182050791288	-0.1795509609976	NA	0.242197038447221	0.0132916971016345	NA	0.0156145468555982
ATPIF1	0.289804784507063	NA	-0.0124549917724361	NA	NA	NA	NA	NA	NA	0.0479754184241147
AURKAIP1	0.20618777228132	NA	0.0419824303211353	NA	NA	NA	0.361891627515483	0.0614978180504665	NA	0.0799770064707017
B2M	0.133130852931365	0.0561006320051368	-0.00278903507184021	0.00763338922481558	0.0356882847908174	-0.0463748959262974	-0.00924933772865353	-0.132306375465115	-0.013339388409859	0.0157655331851955
BAG1	-0.0818524855425316	NA	NA	NA	NA	0.16476151026308	NA	-0.0820859903235779	NA	0.0216667911694369
BHLHE40	0.0105319301426388	NA	0.121148200056723	-0.068670689252607	-0.0987115090434582	NA	NA	0.092161374498909	NA	-0.0541255069007776
BLVRB	0.0837589484652413	NA	0.107012880080249	NA	NA	0.225286386470488	NA	0.348825072102115	NA	0.0784932421131284
BRK1	-0.0500188905158965	NA	0.0910854846616175	0.0261618635105143	-0.0522314162242926	NA	-0.0680227558994194	0.0386181090359848	NA	0.111846642787894
BSG	0.337138616776566	NA	0.19092272389984	NA	NA	0.187464255662473	0.285392748302534	0.597521432109107	NA	0.0115812899248719
BTF3	-0.052766750337125	0.0536448158221449	0.00644855814237049	-0.0359991486963367	-0.0944813767612628	0.0394655579968045	0.172184042771507	0.229551260872397	NA	-0.0650861924590066
BTG1	0.340885411928408	0.337990776996721	0.0968449215484477	-0.0259516376618019	-0.0266468115386899	-0.172530729464318	0.255001092173977	0.326029764421611	NA	-0.0895433573902084
BTG2	0.163151683267601	NA	0.123323448688848	0.0354493232235328	0.0534564516405461	NA	-0.243048165476944	0.0850403897258518	NA	-0.144810631624813
BZW1	0.267027628010429	NA	NA	-0.0324460424956647	-0.218863313915165	NA	0.124891309790145	-0.0966230136894887	NA	0.0973877607688241
C10orf99	0.875982003298269	NA	NA	NA	NA	NA	NA	NA	NA	NA
C14orf166	0.188794693887792	NA	-0.0103456939508438	NA	NA	NA	NA	NA	NA	-0.0044101962344362
C14orf2	0.154800635708574	0.1432534006355	0.160143202546935	0.0274914916619218	-0.0458328046154658	NA	NA	NA	NA	0.207460556790269
C19orf53	0.191167758319192	NA	0.0855791235580843	-0.142245608114179	-0.313575307920329	NA	0.352728641598336	0.227585686226988	NA	0.117466486928589
C19orf70	0.149805932086796	NA	0.0953398660452299	NA	NA	NA	NA	NA	NA	0.146098517496114
C1QBP	0.111705449574267	NA	0.0136196910302681	NA	NA	NA	0.253173565792267	0.38365030889293	NA	-0.0135829444207509
C4orf3	-0.101701814545885	NA	0.0881700096686603	NA	NA	NA	-0.704036078155222	-0.597608905756987	NA	-0.177309833611615
C6orf132	0.0625669034224719	NA	NA	NA	NA	NA	NA	NA	NA	NA
C7orf73	0.316779785769963	NA	NA	NA	NA	NA	NA	NA	NA	-0.0749467835707553
C8orf59	0.185418098791608	NA	NA	NA	NA	NA	0.369272402263553	0.16165323048575	NA	-0.0497383996573425
C9orf16	0.0568037894019429	NA	0.134077574531247	-0.0133343287088047	-0.10026564763467	NA	-0.017416807085898	0.187600394018346	NA	-0.100828030691896
CALM1	0.12046541978704	-0.0312539276954318	0.199853043033177	0.059609224206567	0.0309463217330768	-0.0529650023593741	0.0137616242500413	0.0258083954036799	NA	0.101627260191534
CALM2	0.0530272479236754	0.0729521453815047	0.0909039361650629	0.0297714595446509	-0.111223572667804	-0.0338679795953984	-0.0856538245893778	-0.114218674330392	NA	NA
CALML3	0.144154519093281	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALR	0.253366461579707	0.0387361137491894	0.123176712806536	0.0908975626574464	0.0469998392526282	NA	-0.0548684569621026	1.04444317035312	NA	0.0285180442176948
CAP1	0.210954445902517	NA	0.122739784779164	-0.030958275438503	-0.104324578487876	-0.135787673115299	NA	0.120359478412202	NA	0.0455131122239015
CAPG	0.0616876766713023	0.0622237812944802	0.0927284096154351	NA	NA	NA	NA	NA	NA	NA
CAPN1	-0.00129580517912224	NA	NA	NA	NA	NA	NA	0.293638203629396	NA	0.103739644175321
CAPNS2	0.295283389397791	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAPZB	0.0440337944262878	NA	0.0680214906820817	0.007921592548016	-0.048186808885235	-0.0378478421043456	0.260492250836187	0.32827494292205	NA	-0.0604922906035485
CARHSP1	0.268277410105927	NA	NA	NA	NA	NA	NA	-0.0300748814127771	NA	-0.0317988639810483
CAST	-0.0636984849185872	NA	0.146064799302677	0.306809147901194	0.0485751743467298	-0.0442560165937412	0.15140546083856	0.0414796473801105	NA	-0.0534899598011159
CBR1	0.13685263272701	NA	NA	NA	NA	NA	NA	0.315692036869711	NA	NA
CBR3	0.0614954696951906	NA	NA	NA	NA	NA	NA	0.131817488503113	NA	NA
CCND1	0.125820711243353	NA	NA	NA	NA	NA	NA	NA	NA	0.0785833761909959
CCNI	0.183844675872004	0.133350922107324	-0.0465177196265202	-0.0611033363914527	-0.10383903304776	-0.172579873323538	0.263291723912983	0.266592149142627	NA	0.103916015936422
CCT2	0.108251230683099	NA	NA	NA	NA	NA	0.0479427793217604	0.234932365430474	NA	-0.0738643720363013
CCT3	0.408353157318754	NA	NA	NA	NA	NA	0.2050748264953	0.20321459769442	NA	-0.0700834957289095
CCT5	0.149838713357565	NA	NA	NA	NA	NA	NA	0.151251017414276	NA	NA
CCT6A	0.188089137321248	NA	-0.000578674216239588	NA	NA	NA	0.316567266416943	0.209404346681119	NA	-0.0711966889800853
CCT8	0.128225322506975	NA	NA	NA	NA	NA	-0.0259699399392072	0.0802843876411682	NA	-0.169384591480641
CD24	0.0566619187265704	NA	0.13246085227814	NA	NA	NA	NA	NA	NA	NA
CD44	0.194414441621	0.111342363907977	0.321074924514763	0.0439907337663525	0.0398310834064829	-0.0128911822962828	0.23898512783701	0.273178514804952	NA	-0.375942670995083
CD47	0.372138307063239	NA	0.13828871678738	NA	NA	NA	0.0366573048627585	-0.415298227251349	NA	-0.0108457962481255
CD55	0.0469991012146018	NA	0.0475162394761184	0.184876940795678	-0.183619846187041	NA	-0.0901437014149435	0.134772691098258	NA	NA
CD59	0.111001242287435	NA	0.0669481739322915	NA	NA	NA	-0.19590856427557	0.269918648996116	NA	-0.0479704357055772
CD63	-0.104656611154821	-0.102338041963242	0.208791019038653	NA	NA	0.192830088168773	0.171204893712729	0.225923233097021	NA	0.0130339669640339
CD74	-0.0156844299854881	-0.0701626131890081	0.0405519173279065	-0.075204349293005	-0.000134972057072079	-0.153702273975642	0.09647054887814	0.0308332548829736	NA	-0.147168696567936
CD82	0.0772297367045716	NA	NA	NA	NA	NA	NA	0.607583972801345	NA	-0.00454319716215187
CD9	-0.082741216643381	0.425787721832457	0.210314561064272	NA	NA	NA	NA	0.0321219011455727	NA	0.0789182556753607
CDA	-0.107326697432619	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDC42	0.246502834370317	NA	0.272019503851455	0.0221903497482952	-0.10896103671144	-0.0453403493145254	-0.0267053679508883	-0.402120409268318	NA	0.0363682083618772
CDKN1A	0.0264645905243064	NA	0.119906114897735	-0.04831465879468	-0.184066880378932	NA	NA	0.367728402770755	NA	-0.166264973599435
CEBPB	0.273832574621041	-0.0393565980934137	-7.79678287168255e-05	NA	NA	-0.214002135885287	NA	1.51643110785136	NA	0.0344459078112543
CEBPD	0.117547598239351	0.0191482276192292	0.00151179048341706	NA	NA	-0.015270805556475	NA	0.739237993840291	NA	-0.313944807382076
CENPX	0.0210441022817164	NA	NA	NA	NA	NA	NA	0.256071678451954	NA	NA
CES2	-0.00369638010846227	NA	NA	NA	NA	NA	NA	NA	NA	NA
CFL1	-0.0440073007649373	-0.0664821114470559	0.135934802457232	0.0541843302566047	0.0566207945360809	-0.0383493651655494	0.0536989303738014	0.270082188753017	NA	0.206847016465542
CHCHD10	-0.139034462962816	NA	0.12359827161007	NA	NA	NA	NA	NA	NA	0.360978677712954
CHCHD2	-0.0437239422252637	-0.0340044798232477	0.0817509158175673	0.00395017569273376	-0.0586296609856539	0.0463504805202811	0.253866438672897	0.381964021775446	NA	0.122733588957743
CHMP2A	0.124374665757085	NA	NA	NA	NA	NA	0.323172995085171	0.184244619579528	NA	0.0380139310894437
CHMP4B	-0.0202071890465577	NA	NA	NA	NA	NA	NA	NA	NA	-0.0475328754127408
CIB1	0.0394393185777673	NA	0.0338181120716309	-0.0491693326516954	-0.0803444387160837	NA	0.183321305203587	0.260940823967758	NA	0.0253543642326699
CLCA2	0.193950114947876	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLCA4	0.181187695299694	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN4	-0.675543812650111	NA	0.00351676706962643	NA	NA	NA	NA	NA	NA	NA
CLDN7	-0.291956164921444	NA	0.0684850165068062	NA	NA	NA	NA	NA	NA	NA
CLIC1	-0.0588199966523012	0.00290893014134233	0.0857477397336421	0.130537558761348	0.0625788408949569	0.158855654218719	0.181895676130843	0.237701452377161	NA	-0.0289858763766531
CLIC3	-0.0622371755296122	NA	0.0312984878434787	0.0603849218935284	-0.0269755763765935	NA	NA	NA	NA	NA
CLTA	0.136795342186013	NA	0.0942597790847445	NA	NA	NA	0.279750786698135	0.182710349302008	NA	0.0432344273466167
CLTB	-0.0537770335751062	NA	NA	NA	NA	NA	NA	0.174059351852588	NA	0.0275929657737221
CMPK1	0.118516151411183	NA	NA	NA	NA	NA	NA	-0.129439982779158	NA	-0.0589348337641938
CNBP	-0.101469037350329	NA	0.111564217051841	-0.069944909021833	-0.193956224488784	NA	0.0314460157216273	-0.1188020557236	NA	-0.0223153786497056
CNFN	-0.132296714170665	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNIH4	0.225904734958276	NA	0.08925813895164	NA	NA	NA	NA	-0.555714423050548	NA	-0.013618528740191
CNN3	-0.0466122347388066	NA	NA	NA	NA	NA	NA	-0.118976370391144	NA	-0.0639502737355937
COA3	0.129291063549457	NA	-0.00401085388771183	NA	NA	NA	NA	-0.0483422907896479	NA	0.0912889152780915
COMMD6	0.196003780151972	-0.0207308202011858	0.0602269252961626	-0.0430920519026475	-0.139841167124268	-0.270479520135028	0.143103591130122	-0.0272039573921148	NA	0.0646544773046411
COMT	0.0624414965083242	NA	0.188862837710909	NA	NA	NA	NA	0.130890820810478	NA	0.000354445611094163
COMTD1	0.221421613089962	NA	NA	NA	NA	NA	NA	NA	NA	NA
COPE	0.161581509756398	NA	0.0454659440481997	NA	NA	NA	0.0396455053452051	0.440055044987309	NA	-0.0817706399901552
COPS9	0.14301584309389	NA	NA	NA	NA	NA	-0.284013874394519	0.148479793332802	NA	NA
COX4I1	-0.0672932901462497	-0.00211087868338945	0.042592122760289	0.0382712642398708	-0.0652656302367638	0.0547919125916297	0.236715835060397	0.0431791463784827	NA	-0.0433508720423129
COX5A	-0.00933291566286141	NA	0.146049759470275	-0.000830485955231926	-0.0391232202614594	NA	0.0786129093650166	-0.143502824382795	NA	0.12330418399882
COX5B	0.052153606385936	-0.0260153115782895	0.136517930022181	0.0552789621659931	-0.032704474006541	-0.0327093368048661	0.295978498962259	0.044709352803137	NA	0.122949076290912
COX6A1	0.0747430443799349	0.0995531612299842	0.0625317258025401	0.0135408970395149	-0.0642696586331545	NA	0.129548016551443	0.227219081439096	-0.285730156581201	NA
COX6B1	0.0570300500619288	0.0135061806207804	0.0856544429864791	0.0666719213420484	0.0460420913551078	-0.0964088046057296	0.204366001127956	0.0702048148542282	NA	0.214711185453324
COX6C	0.0331083297450483	0.0534277429388784	0.0470510088716961	-0.0225214919229932	-0.0892227016764508	-0.171380159649061	0.177294539040361	0.111917757721964	NA	0.0262279901231451
COX7A2	0.0548056852679233	0.110446230223137	0.133937156272267	-0.0478113091223934	-0.0888958500225459	NA	-0.0705184467442879	0.0081947367347845	NA	0.114853518732708
COX7B	0.0742438185229819	NA	0.138509947154402	0.0507669454281238	0.0271650102864919	NA	-0.0417073865037571	-0.472732546390239	NA	0.224021922494394
COX7C	0.0630902534658489	0.114374912864844	0.0168187110314716	-0.0581908741901416	-0.129962740063679	-0.114535648502222	0.174146682949479	0.0959739963279885	NA	-0.00970422790808588
COX8A	0.138174404701701	0.0516518287676063	0.121999788728907	0.108920390078577	0.000489657146594455	-0.0847680694812414	0.337025861037645	0.316498102169182	NA	NA
CPNE3	-0.140727253149794	NA	NA	NA	NA	NA	NA	0.0447438196129714	NA	0.0171882177226985
CRABP2	-0.139506575445904	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRCT1	-0.026724096753034	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRNN	-0.217658799774117	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRYAB	0.190029386574238	NA	NA	NA	NA	NA	NA	0.258920173316913	NA	0.140770779587257
CSRP2	0.0952879865831796	NA	NA	NA	NA	NA	NA	0.0340959677120515	NA	-0.190448161234032
CST3	-0.0366989614193923	-0.204345456875022	0.043827813925438	0.0999831104781096	0.152798866583833	0.0651806016109355	0.635151812273798	0.102178233639539	NA	0.272188138881568
CSTA	0.0188346251889292	0.202105537784602	0.106589643754967	0.0247296395770836	-0.0131326302998236	-0.032994941130886	NA	NA	0.710108078776381	NA
CSTB	-0.0117125833821735	-0.0817644483894951	0.226319842033052	0.125468906570767	-0.00459444058104512	NA	-0.208095428136702	-0.181254013424506	0.711106617895724	NA
CTNNBIP1	0.0751430427216235	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTSB	0.242816477005721	-0.21181388033254	0.073354924252876	0.195873464687452	-0.121948362427982	0.0623021740640701	0.676545842064969	0.705765186993293	NA	-0.0975026135245794
CTSD	0.338385410004652	-0.0561102652428686	0.0369374689600005	0.247393287269448	0.00978221407781486	-0.0111999552469806	0.109370831408855	0.700427130689984	NA	NA
CXCL17	0.014134671653613	NA	0.219431149981443	NA	NA	NA	NA	NA	NA	NA
CYB5A	0.293908981218788	0.982809907744628	-0.00804971344282536	NA	NA	NA	NA	-0.471727783236706	NA	NA
CYC1	0.117314653375095	NA	NA	NA	NA	NA	0.150468314925039	-0.068411856977857	NA	0.0915007913020534
CYCS	-0.0794657673475956	NA	0.184426215530929	-0.0176251581016567	-0.0267957245576144	NA	0.0117054728104371	-0.229350350815216	NA	0.0934274660352722
CYSRT1	-0.146077305751012	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAD1	0.29763562443779	NA	0.0723964915117828	NA	NA	NA	0.107764856114577	0.272311685353103	NA	0.121920195747006
DANCR	0.195776111659442	NA	NA	NA	NA	NA	0.409633024768922	0.185994305464701	NA	NA
DAPL1	-0.0977614708542465	NA	NA	NA	NA	NA	NA	NA	NA	NA
DBI	0.018845735320377	0.439835598326058	0.0420331509221508	-0.0305984392791354	-0.0725394287833959	NA	0.0418529206161778	0.224333576864721	NA	0.010411308471483
DBNL	-0.00589957855606254	NA	NA	NA	NA	NA	NA	0.241448814503518	NA	0.0797581802153333
DDIT4	0.226934260026679	NA	0.0156954765673809	0.0139973974642559	0.0133527242699636	0.145249109412952	0.37970295186412	0.517853247404669	NA	-0.246228861381424
DDT	0.0613088920448094	NA	NA	NA	NA	NA	NA	0.774118611679332	NA	0.0778604990998185
DDX21	0.222776719127066	NA	NA	0.138583344346961	-0.0405393922504394	NA	-0.17944160560734	-0.00619109519013057	NA	-0.145712627952121
DDX5	0.0630531623461754	0.192135689500682	0.13431168473404	0.0425025162379648	-0.0273449667120464	0.00620747412113326	0.108619041576005	-0.112340548131089	NA	0.124561737968703
DEFB1	0.752260607115238	NA	NA	NA	NA	NA	NA	NA	NA	NA
DEK	0.135621836320332	NA	0.0735772183809816	NA	NA	NA	-0.0390677697912709	-0.281642175665879	NA	-0.0146061181544539
DMKN	0.0378710376859736	NA	0.0630412751422078	NA	NA	NA	NA	NA	NA	NA
DNAJA1	0.170330624230548	0.0337968429961528	0.0332567437559876	0.00750875627585842	-0.11920612289619	NA	0.00487435451636555	0.125687724133557	NA	NA
DNAJB1	-0.177748519093796	-0.164602589088581	-0.0442964813791202	0.174642246767145	-0.00656143066115206	NA	NA	0.345755120475429	NA	NA
DNAJB6	0.0816726530443697	NA	NA	0.0831418841254482	-0.0443489810291567	NA	0.0704149912608445	0.118412316594403	NA	0.00116434345400977
DRAP1	0.107553603320626	NA	NA	0.195510166873995	-0.110583813254123	NA	NA	0.432634126279453	NA	0.0631448516502577
DSC2	-0.104070172407993	NA	NA	NA	NA	NA	NA	NA	NA	NA
DSC3	0.211994944180015	NA	NA	NA	NA	NA	NA	NA	NA	NA
DSG3	0.123912183677776	NA	NA	NA	NA	NA	NA	NA	NA	NA
DSP	0.0326630899943541	NA	NA	NA	NA	NA	NA	NA	NA	NA
DSTN	0.104456140564078	0.235254566953801	0.0564367619947906	NA	NA	NA	0.104245184692041	-0.0320448967907277	NA	0.201988204146286
DUSP1	0.0965758403526385	0.0572038498428423	0.046418704398826	0.220384713127295	0.0553942784439147	0.0166989950786445	-0.422134115043927	-0.219813676928764	NA	0.023636849382687
DUT	0.285013284932255	NA	-0.0664303262091662	NA	NA	NA	0.363332416457924	0.285392782608305	NA	0.0418980285470445
DYNLL1	0.0692344571083516	-0.06076266266645	0.0375518427860452	NA	NA	-0.0160295394713478	0.217551399818548	0.4252534899819	NA	0.348357585166827
DYNLT1	0.0297222745227698	NA	0.0126083049427201	NA	NA	NA	NA	-0.254971422490404	NA	0.033788561933746
DYNLT3	0.00721332558073555	NA	NA	NA	NA	NA	NA	-0.307387373255916	NA	NA
EBPL	0.217449782332688	NA	NA	NA	NA	NA	NA	0.0407505513367541	NA	-0.0171750535376709
ECH1	-0.0373490299070293	NA	-0.0378137886354477	NA	NA	NA	0.619127956786619	0.537193582602334	NA	0.100958333530767
ECHS1	0.180399973521515	NA	NA	NA	NA	NA	NA	0.134862695162761	NA	0.100659175787193
EDF1	0.127783963250434	0.106886774576944	0.117659876915779	-0.00111453515846431	-0.0842503286396005	NA	0.231417814825264	0.175815722122283	NA	0.0979054591882887
EEF1A1	-0.00896915592231994	0.196781881278498	-0.104283464843392	-0.0734580214598074	-0.0834171475995592	-0.0773094064291749	0.0798499467780141	0.142447803771667	-0.128718331325023	-0.0920990112720216
EEF1B2	0.0775275686898676	0.182273434226537	0.0316728345291736	-0.0409322359691647	-0.0964178515486112	-0.0726626007954886	0.457164253283387	0.646947748354476	NA	-0.0471661783829416
EEF1D	-0.023887256815225	0.0673307672482305	0.0540761424490225	0.011177921801246	-0.0599794121380181	-0.101402250289319	0.694703261802132	1.02208795204785	NA	-0.0596491060479755
EEF2	-0.122730572538899	0.0993732748886512	-0.0710084460812363	-0.00070365816466403	-0.0859410230900998	-0.170139655705743	0.822015557349249	1.46055128358513	NA	-0.00468750929661236
EGR1	0.247436881130116	0.229236960704624	0.162236441298564	-0.250880495207303	-0.339054080494733	NA	NA	0.0911334815793235	NA	0.0759221306068146
EHF	-0.242199422147948	NA	NA	NA	NA	NA	NA	NA	NA	NA
